samplenr	I	II	V1	V2	V3	V4	V5	V6	measurement
36	3.75	-90	30	-71.25	-161.25	-153.75	-168.75	-105
37	-30	-86.25	15	-86.25	-176.25	-168.75	-183.75	-120
38	-67.5	-123.75	7.5	-93.75	-187.5	-176.25	-195	-123.75
39	-75	-123.75	41.25	-63.75	-153.75	-138.75	-161.25	-90
40	-86.25	-71.25	71.25	-37.5	-123.75	-108.75	-135	-71.25
41	-108.75	-52.5	67.5	-37.5	-123.75	-108.75	-138.75	-78.75
42	-93.75	-52.5	45	-56.25	-146.25	-131.25	-161.25	-97.5
43	-75	-33.75	18.75	-78.75	-165	-150	-176.25	-112.5
44	-52.5	-37.5	0	-97.5	-183.75	-165	-187.5	-120
45	-15	-63.75	-22.5	-120	-210	-191.25	-206.25	-135
46	-15	-82.5	-18.75	-120	-210	-195	-210	-135
47	-41.25	-101.25	3.75	-101.25	-195	-183.75	-198.75	-127.5
48	-45	-108.75	18.75	-90	-187.5	-172.5	-191.25	-123.75
49	-30	-101.25	33.75	-78.75	-176.25	-165	-183.75	-112.5
50	-15	-90	37.5	-71.25	-168.75	-157.5	-172.5	-101.25
51	-56.25	-86.25	52.5	-56.25	-153.75	-142.5	-157.5	-86.25
52	-108.75	-90	67.5	-48.75	-138.75	-123.75	-146.25	-78.75
53	-112.5	-86.25	63.75	-48.75	-138.75	-127.5	-150	-86.25
54	-101.25	-82.5	48.75	-60	-153.75	-138.75	-165	-101.25
55	-108.75	-82.5	33.75	-71.25	-165	-150	-176.25	-108.75
56	-75	-86.25	26.25	-82.5	-172.5	-153.75	-176.25	-105
57	7.5	-71.25	18.75	-90	-187.5	-172.5	-183.75	-112.5
58	26.25	-52.5	26.25	-82.5	-187.5	-176.25	-187.5	-116.25
59	-18.75	-60	33.75	-78.75	-183.75	-176.25	-191.25	-123.75
60	-48.75	-63.75	41.25	-82.5	-187.5	-180	-195	-131.25
61	-48.75	-48.75	48.75	-86.25	-191.25	-183.75	-198.75	-131.25
62	-67.5	-60	52.5	-78.75	-180	-176.25	-195	-131.25
63	-131.25	-67.5	71.25	-63.75	-168.75	-161.25	-180	-120
64	-172.5	-22.5	90	-52.5	-157.5	-146.25	-161.25	-105
65	-146.25	37.5	93.75	-45	-150	-135	-157.5	-97.5
66	-71.25	90	90	-41.25	-142.5	-127.5	-150	-93.75
67	-45	78.75	86.25	-41.25	-138.75	-123.75	-150	-90
68	-56.25	-7.5	71.25	-60	-157.5	-146.25	-172.5	-105
69	-33.75	-78.75	63.75	-67.5	-172.5	-165	-183.75	-116.25
70	-7.5	-86.25	78.75	-56.25	-161.25	-157.5	-172.5	-101.25
71	0	-75	120	-22.5	-131.25	-127.5	-138.75	-75
72	7.5	-75	146.25	3.75	-105	-101.25	-116.25	-56.25
73	-3.75	-75	150	3.75	-105	-101.25	-116.25	-60
74	-33.75	-63.75	135	-11.25	-116.25	-112.5	-123.75	-67.5
75	-75	-30	123.75	-18.75	-116.25	-105	-116.25	-60
76	-112.5	15	120	-11.25	-105	-90	-105	-48.75
77	-116.25	41.25	108.75	-11.25	-101.25	-86.25	-105	-45
78	-90	30	82.5	-26.25	-112.5	-93.75	-112.5	-52.5
79	-56.25	7.5	48.75	-41.25	-123.75	-108.75	-127.5	-60
80	-3.75	15	26.25	-52.5	-135	-116.25	-135	-67.5
81	45	3.75	3.75	-71.25	-153.75	-142.5	-153.75	-82.5
82	78.75	0	-15	-86.25	-172.5	-165	-172.5	-97.5
83	56.25	-3.75	-15	-90	-172.5	-161.25	-165	-93.75
84	3.75	-26.25	-15	-101.25	-183.75	-172.5	-176.25	-101.25
85	11.25	-7.5	-11.25	-101.25	-187.5	-176.25	-176.25	-105
86	22.5	37.5	-15	-105	-187.5	-172.5	-176.25	-108.75
87	-18.75	78.75	-15	-97.5	-176.25	-161.25	-165	-101.25
88	-97.5	56.25	-11.25	-97.5	-168.75	-150	-157.5	-101.25
89	-146.25	22.5	-11.25	-93.75	-168.75	-150	-161.25	-105
90	-127.5	7.5	-11.25	-101.25	-176.25	-157.5	-168.75	-108.75
91	-97.5	-37.5	11.25	-86.25	-165	-142.5	-157.5	-90
92	-33.75	-60	30	-67.5	-150	-135	-146.25	-78.75
93	60	-78.75	18.75	-78.75	-168.75	-157.5	-165	-93.75
94	67.5	-127.5	7.5	-93.75	-183.75	-176.25	-183.75	-108.75
95	11.25	-138.75	11.25	-93.75	-180	-176.25	-183.75	-112.5
96	-22.5	-112.5	7.5	-101.25	-191.25	-183.75	-187.5	-120
97	-45	-108.75	-7.5	-127.5	-213.75	-202.5	-206.25	-138.75
98	-82.5	-112.5	-15	-138.75	-221.25	-213.75	-217.5	-146.25
99	-138.75	-101.25	-3.75	-127.5	-210	-202.5	-210	-138.75
100	-168.75	-78.75	7.5	-116.25	-198.75	-187.5	-198.75	-131.25
101	-116.25	0	18.75	-108.75	-187.5	-172.5	-187.5	-123.75
102	-56.25	56.25	15	-105	-183.75	-172.5	-183.75	-120
103	-78.75	7.5	0	-123.75	-202.5	-187.5	-198.75	-131.25
104	-75	-63.75	-7.5	-135	-217.5	-198.75	-206.25	-135
105	-11.25	-138.75	-18.75	-150	-232.5	-217.5	-221.25	-146.25
106	11.25	-187.5	-18.75	-146.25	-232.5	-217.5	-213.75	-142.5
107	-30	-191.25	-7.5	-138.75	-221.25	-210	-206.25	-135
108	-56.25	-176.25	-3.75	-138.75	-221.25	-221.25	-221.25	-146.25
109	-52.5	-153.75	-7.5	-138.75	-225	-225	-225	-153.75
110	-52.5	-127.5	-11.25	-142.5	-228.75	-221.25	-217.5	-150
111	-93.75	-120	-3.75	-135	-217.5	-206.25	-202.5	-138.75
112	-157.5	-131.25	3.75	-135	-213.75	-202.5	-202.5	-135
113	-172.5	-97.5	3.75	-131.25	-210	-198.75	-202.5	-138.75
114	-150	-71.25	-15	-142.5	-221.25	-206.25	-213.75	-150
115	-116.25	-78.75	-7.5	-138.75	-213.75	-202.5	-210	-142.5
116	-48.75	-78.75	-3.75	-131.25	-210	-198.75	-210	-135
117	18.75	-82.5	-30	-157.5	-240	-228.75	-236.25	-161.25
118	18.75	-105	-48.75	-176.25	-262.5	-251.25	-251.25	-176.25
119	-30	-131.25	-33.75	-161.25	-247.5	-243.75	-240	-168.75
120	-41.25	-138.75	-18.75	-150	-236.25	-232.5	-232.5	-161.25
121	-37.5	-142.5	-15	-150	-240	-232.5	-236.25	-161.25
122	-71.25	-157.5	-11.25	-150	-236.25	-228.75	-232.5	-157.5
123	-123.75	-157.5	0	-142.5	-228.75	-213.75	-221.25	-146.25
124	-150	-146.25	15	-131.25	-213.75	-195	-198.75	-131.25
125	-157.5	-120	18.75	-123.75	-202.5	-183.75	-195	-131.25
126	-150	-101.25	7.5	-131.25	-213.75	-195	-210	-146.25
127	-135	-90	-7.5	-138.75	-225	-217.5	-232.5	-168.75
128	-105	-67.5	-11.25	-138.75	-240	-236.25	-251.25	-187.5
129	-18.75	-71.25	-3.75	-127.5	-255	-270	-288.75	-225
130	11.25	-153.75	56.25	-63.75	-243.75	-285	-307.5	-243.75
131	-26.25	-247.5	172.5	45	-202.5	-281.25	-307.5	-243.75
132	-15	-255	281.25	138.75	-176.25	-288.75	-326.25	-266.25
133	7.5	-217.5	352.5	210	-153.75	-292.5	-341.25	-277.5
134	-11.25	-221.25	412.5	288.75	-112.5	-277.5	-326.25	-266.25
135	-26.25	-217.5	480	393.75	-41.25	-225	-285	-228.75
136	-18.75	-146.25	540	498.75	48.75	-146.25	-221.25	-172.5
137	3.75	-48.75	573.75	577.5	127.5	-75	-157.5	-112.5
138	37.5	26.25	585	630	187.5	-15	-105	-67.5
139	82.5	90	592.5	678.75	247.5	45	-48.75	-11.25
140	165	183.75	600	753.75	333.75	138.75	45	78.75
141	315	307.5	540	765	408.75	232.5	153.75	176.25
142	416.25	442.5	438.75	690	468.75	348.75	281.25	296.25
143	431.25	588.75	311.25	592.5	551.25	502.5	438.75	435
144	453.75	716.25	191.25	517.5	660	678.75	618.75	588.75
145	468.75	866.25	127.5	502.5	798.75	885	821.25	761.25
146	438.75	1046.25	33.75	412.5	892.5	1068.75	1023.75	937.5
147	405	1271.25	-165	150	892.5	1218.75	1226.25	1147.5
148	378.75	1488.75	-408.75	-198.75	851.25	1361.25	1428.75	1365
149	360	1608.75	-656.25	-540	810	1488.75	1593.75	1526.25
150	360	1672.5	-877.5	-798.75	810	1627.5	1751.25	1661.25
151	348.75	1713.75	-1001.25	-922.5	862.5	1770	1886.25	1755
152	330	1702.5	-1027.5	-948.75	941.25	1878.75	1965	1777.5
153	318.75	1601.25	-1091.25	-1001.25	971.25	1916.25	1968.75	1736.25
154	232.5	1462.5	-1215	-1125	900	1845	1882.5	1635
155	86.25	1282.5	-1260	-1215	750	1646.25	1680	1447.5
156	-18.75	1038.75	-1188.75	-1215	555	1338.75	1368.75	1173.75
157	-41.25	840	-1106.25	-1218.75	288.75	963.75	1016.25	892.5
158	-67.5	686.25	-1076.25	-1297.5	-67.5	521.25	637.5	618.75
159	-198.75	487.5	-1050	-1380	-420	93.75	270	348.75
160	-311.25	311.25	-963.75	-1357.5	-603.75	-153.75	33.75	165
161	-315	195	-851.25	-1230	-596.25	-225	-75	52.5
162	-270	112.5	-768.75	-1061.25	-506.25	-213.75	-127.5	-22.5
163	-247.5	71.25	-708.75	-918.75	-423.75	-195	-150	-63.75
164	-198.75	56.25	-645	-798.75	-375	-176.25	-138.75	-67.5
165	-108.75	37.5	-600	-723.75	-371.25	-183.75	-146.25	-75
166	-75	15	-532.5	-630	-348.75	-180	-138.75	-71.25
167	-105	-18.75	-427.5	-491.25	-270	-127.5	-101.25	-48.75
168	-93.75	3.75	-337.5	-367.5	-191.25	-75	-60	-18.75
169	-56.25	48.75	-285	-292.5	-150	-56.25	-48.75	-3.75
170	-52.5	63.75	-236.25	-225	-116.25	-45	-45	0
171	-75	93.75	-172.5	-165	-82.5	-30	-41.25	3.75
172	-108.75	146.25	-105	-108.75	-48.75	-7.5	-26.25	7.5
173	-116.25	142.5	-60	-71.25	-30	3.75	-22.5	7.5
174	-108.75	60	-37.5	-48.75	-30	0	-30	3.75
175	-101.25	11.25	-15	-30	-26.25	-3.75	-33.75	0
176	-52.5	11.25	-3.75	-18.75	-26.25	-15	-45	-15
177	37.5	-22.5	-3.75	-15	-41.25	-37.5	-67.5	-33.75
178	56.25	-75	-3.75	-18.75	-56.25	-60	-86.25	-48.75
179	-3.75	-97.5	7.5	-11.25	-56.25	-60	-86.25	-48.75
180	-30	-101.25	15	-7.5	-63.75	-67.5	-90	-52.5
181	-11.25	-93.75	18.75	-7.5	-71.25	-71.25	-93.75	-56.25
182	-18.75	-86.25	22.5	-3.75	-71.25	-75	-93.75	-56.25
183	-93.75	-90	30	0	-75	-82.5	-105	-67.5
184	-161.25	-63.75	37.5	7.5	-71.25	-82.5	-112.5	-75
185	-146.25	-11.25	41.25	11.25	-67.5	-78.75	-116.25	-82.5
186	-90	33.75	37.5	11.25	-71.25	-86.25	-120	-86.25
187	-37.5	67.5	33.75	15	-75	-86.25	-127.5	-86.25
188	-15	41.25	18.75	7.5	-90	-105	-142.5	-97.5
189	7.5	-41.25	0	-11.25	-112.5	-131.25	-157.5	-112.5
190	7.5	-112.5	3.75	-7.5	-116.25	-135	-157.5	-108.75
191	-3.75	-112.5	30	18.75	-93.75	-112.5	-131.25	-86.25
192	-11.25	-97.5	52.5	41.25	-71.25	-86.25	-108.75	-60
193	-7.5	-105	67.5	56.25	-56.25	-75	-101.25	-60
194	-3.75	-105	75	63.75	-52.5	-71.25	-101.25	-67.5
195	-26.25	-86.25	71.25	56.25	-60	-75	-105	-75
196	-63.75	-52.5	71.25	56.25	-63.75	-75	-105	-75
197	-108.75	-37.5	71.25	60	-56.25	-71.25	-105	-75
198	-116.25	-45	67.5	60	-56.25	-71.25	-108.75	-75
199	-67.5	-33.75	63.75	63.75	-56.25	-71.25	-105	-67.5
200	-7.5	-7.5	60	60	-56.25	-71.25	-105	-67.5
201	63.75	0	37.5	41.25	-78.75	-97.5	-131.25	-86.25
202	82.5	-7.5	22.5	33.75	-93.75	-116.25	-142.5	-97.5
203	33.75	-15	30	37.5	-93.75	-116.25	-142.5	-97.5
204	3.75	-11.25	30	37.5	-93.75	-120	-146.25	-108.75
205	15	7.5	18.75	33.75	-97.5	-120	-150	-112.5
206	45	37.5	22.5	41.25	-90	-112.5	-138.75	-101.25
207	30	33.75	56.25	71.25	-60	-78.75	-105	-63.75
208	-52.5	-18.75	78.75	97.5	-33.75	-48.75	-78.75	-41.25
209	-123.75	-56.25	82.5	101.25	-26.25	-45	-82.5	-48.75
210	-93.75	-15	67.5	93.75	-37.5	-56.25	-97.5	-60
211	-22.5	37.5	67.5	93.75	-33.75	-52.5	-90	-52.5
212	18.75	11.25	63.75	97.5	-30	-52.5	-90	-52.5
213	71.25	-11.25	56.25	93.75	-37.5	-60	-97.5	-56.25
214	67.5	-41.25	48.75	86.25	-45	-67.5	-101.25	-60
215	18.75	-75	60	97.5	-37.5	-60	-90	-52.5
216	22.5	-41.25	67.5	105	-26.25	-52.5	-78.75	-41.25
217	22.5	-18.75	60	101.25	-33.75	-60	-86.25	-45
218	11.25	-22.5	60	108.75	-26.25	-48.75	-78.75	-41.25
219	-7.5	-7.5	86.25	135	3.75	-22.5	-52.5	-18.75
220	-56.25	11.25	93.75	138.75	7.5	-11.25	-48.75	-22.5
221	-86.25	22.5	78.75	131.25	0	-15	-52.5	-30
222	-52.5	30	71.25	127.5	0	-18.75	-56.25	-30
223	-22.5	11.25	71.25	135	3.75	-15	-56.25	-26.25
224	-11.25	-30	71.25	138.75	7.5	-15	-52.5	-18.75
225	45	-48.75	56.25	123.75	-7.5	-33.75	-71.25	-30
226	86.25	-56.25	41.25	116.25	-22.5	-52.5	-78.75	-37.5
227	48.75	-71.25	41.25	116.25	-22.5	-48.75	-71.25	-37.5
228	26.25	-52.5	45	123.75	-18.75	-41.25	-71.25	-37.5
229	41.25	-30	48.75	123.75	-15	-41.25	-71.25	-37.5
230	15	-63.75	52.5	131.25	-11.25	-37.5	-67.5	-33.75
231	-7.5	-60	60	142.5	3.75	-18.75	-52.5	-22.5
232	-18.75	-18.75	86.25	176.25	41.25	18.75	-18.75	7.5
233	-37.5	7.5	90	180	48.75	22.5	-22.5	7.5
234	-11.25	60	86.25	180	45	18.75	-26.25	3.75
235	52.5	123.75	86.25	191.25	56.25	33.75	-15	11.25
236	86.25	123.75	78.75	187.5	56.25	30	-15	3.75
237	120	78.75	45	168.75	33.75	7.5	-33.75	-7.5
238	146.25	60	41.25	165	26.25	-3.75	-37.5	-7.5
239	120	52.5	52.5	172.5	33.75	0	-30	-7.5
240	90	7.5	63.75	183.75	41.25	11.25	-22.5	0
241	82.5	-41.25	75	202.5	56.25	30	-3.75	18.75
242	67.5	-41.25	86.25	210	67.5	41.25	7.5	30
243	48.75	11.25	93.75	221.25	75	52.5	18.75	41.25
244	15	37.5	93.75	228.75	90	63.75	30	48.75
245	-15	22.5	101.25	232.5	93.75	67.5	30	45
246	37.5	60	116.25	247.5	101.25	75	37.5	52.5
247	105	120	116.25	262.5	116.25	90	52.5	71.25
248	123.75	112.5	86.25	240	93.75	71.25	30	56.25
249	168.75	75	52.5	206.25	60	30	-11.25	18.75
250	198.75	71.25	37.5	195	45	11.25	-22.5	7.5
251	142.5	60	52.5	206.25	52.5	22.5	-7.5	18.75
252	105	48.75	63.75	217.5	67.5	37.5	11.25	33.75
253	108.75	60	67.5	221.25	67.5	45	15	37.5
254	105	75	67.5	213.75	60	37.5	7.5	26.25
255	75	93.75	60	213.75	60	30	0	18.75
256	48.75	112.5	67.5	228.75	75	48.75	18.75	37.5
257	67.5	135	93.75	255	101.25	82.5	48.75	71.25
258	93.75	138.75	93.75	251.25	101.25	78.75	45	67.5
259	97.5	138.75	78.75	240	82.5	60	26.25	52.5
260	138.75	157.5	63.75	228.75	67.5	41.25	11.25	45
261	198.75	142.5	52.5	213.75	48.75	22.5	-3.75	37.5
262	213.75	105	56.25	213.75	45	18.75	-7.5	33.75
263	176.25	86.25	56.25	225	52.5	26.25	3.75	37.5
264	131.25	56.25	56.25	217.5	45	22.5	3.75	37.5
265	146.25	52.5	78.75	228.75	56.25	33.75	15	52.5
266	165	56.25	93.75	240	67.5	45	26.25	63.75
267	123.75	48.75	86.25	232.5	56.25	37.5	18.75	52.5
268	71.25	56.25	97.5	240	63.75	56.25	33.75	67.5
269	71.25	52.5	123.75	266.25	93.75	90	63.75	93.75
270	78.75	30	127.5	266.25	93.75	86.25	60	86.25
271	56.25	15	108.75	240	67.5	60	33.75	63.75
272	93.75	52.5	86.25	221.25	45	37.5	15	48.75
273	195	93.75	67.5	202.5	30	18.75	0	37.5
274	221.25	60	60	195	11.25	-3.75	-18.75	30
275	157.5	7.5	86.25	206.25	18.75	0	-11.25	37.5
276	146.25	15	101.25	213.75	26.25	7.5	0	45
277	161.25	56.25	97.5	202.5	15	0	-7.5	33.75
278	146.25	90	78.75	180	-7.5	-15	-18.75	22.5
279	112.5	90	82.5	176.25	-11.25	-11.25	-15	26.25
280	93.75	112.5	108.75	198.75	15	18.75	15	48.75
281	116.25	150	135	221.25	41.25	41.25	33.75	63.75
282	120	123.75	131.25	210	30	22.5	11.25	45
283	105	86.25	116.25	191.25	11.25	0	-15	26.25
284	101.25	75	108.75	183.75	0	-11.25	-22.5	22.5
285	142.5	63.75	101.25	168.75	-15	-30	-37.5	11.25
286	165	26.25	93.75	150	-41.25	-60	-63.75	-11.25
287	127.5	-15	101.25	142.5	-48.75	-63.75	-67.5	-18.75
288	105	-26.25	112.5	146.25	-41.25	-52.5	-48.75	-3.75
289	108.75	-18.75	112.5	142.5	-48.75	-60	-52.5	0
290	101.25	-7.5	120	138.75	-52.5	-67.5	-63.75	-11.25
291	56.25	22.5	127.5	138.75	-56.25	-71.25	-71.25	-26.25
292	-18.75	71.25	123.75	127.5	-60	-71.25	-75	-33.75
293	-67.5	90	112.5	108.75	-75	-86.25	-90	-45
294	-37.5	112.5	97.5	90	-86.25	-101.25	-101.25	-48.75
295	15	142.5	105	97.5	-78.75	-90	-90	-37.5
296	45	112.5	105	93.75	-82.5	-97.5	-97.5	-45
297	82.5	48.75	86.25	67.5	-105	-120	-108.75	-45
298	101.25	15	78.75	52.5	-116.25	-123.75	-105	-48.75
299	67.5	-3.75	86.25	60	-112.5	-127.5	-123.75	-75
300	18.75	-41.25	82.5	60	-112.5	-135	-135	-75
301	-11.25	-67.5	75	37.5	-131.25	-146.25	-142.5	-97.5
302	26.25	-41.25	90	37.5	-123.75	-135	-131.25	-90
303	56.25	-15	131.25	75	-82.5	-90	-82.5	-26.25
304	-3.75	-41.25	146.25	86.25	-71.25	-75	-75	-26.25
305	-75	-60	138.75	71.25	-82.5	-90	-97.5	-56.25
306	-86.25	-56.25	131.25	63.75	-90	-97.5	-101.25	-63.75
307	-63.75	-67.5	123.75	56.25	-93.75	-97.5	-97.5	-52.5
308	-37.5	-93.75	105	37.5	-112.5	-112.5	-108.75	-56.25
309	22.5	-97.5	75	7.5	-142.5	-146.25	-135	-82.5
310	33.75	-112.5	56.25	-15	-165	-176.25	-165	-105
311	-3.75	-135	63.75	-15	-165	-180	-172.5	-108.75
312	-30	-123.75	63.75	-22.5	-168.75	-180	-172.5	-112.5
313	-45	-108.75	56.25	-30	-176.25	-183.75	-176.25	-123.75
314	-15	-75	52.5	-33.75	-180	-187.5	-180	-127.5
315	-26.25	-18.75	56.25	-33.75	-180	-183.75	-176.25	-123.75
316	-97.5	3.75	63.75	-37.5	-176.25	-176.25	-172.5	-123.75
317	-135	0	63.75	-37.5	-176.25	-172.5	-172.5	-123.75
318	-120	-11.25	45	-56.25	-191.25	-187.5	-187.5	-135
319	-63.75	-7.5	45	-56.25	-187.5	-183.75	-183.75	-127.5
320	-15	-3.75	41.25	-52.5	-183.75	-180	-180	-123.75
321	30	-22.5	33.75	-60	-191.25	-195	-191.25	-131.25
322	26.25	-60	22.5	-78.75	-213.75	-213.75	-206.25	-142.5
323	-41.25	-93.75	26.25	-78.75	-210	-206.25	-191.25	-131.25
324	-63.75	-116.25	33.75	-71.25	-198.75	-191.25	-176.25	-116.25
325	-52.5	-123.75	41.25	-67.5	-191.25	-183.75	-168.75	-116.25
326	-48.75	-127.5	45	-67.5	-195	-187.5	-176.25	-123.75
327	-63.75	-112.5	52.5	-56.25	-183.75	-176.25	-168.75	-116.25
328	-101.25	-82.5	67.5	-41.25	-165	-161.25	-150	-105
329	-142.5	-63.75	71.25	-45	-168.75	-157.5	-150	-105
330	-131.25	-37.5	60	-56.25	-176.25	-165	-165	-112.5
331	-93.75	-7.5	52.5	-60	-176.25	-168.75	-168.75	-116.25
332	-67.5	-18.75	45	-63.75	-180	-172.5	-168.75	-112.5
333	-22.5	-75	26.25	-86.25	-202.5	-195	-183.75	-120
334	0	-116.25	7.5	-97.5	-221.25	-217.5	-202.5	-138.75
335	-26.25	-116.25	3.75	-93.75	-221.25	-221.25	-206.25	-142.5
336	-41.25	-105	11.25	-97.5	-225	-225	-210	-150
337	-33.75	-97.5	22.5	-93.75	-221.25	-221.25	-213.75	-153.75
338	-30	-112.5	26.25	-82.5	-210	-202.5	-195	-135
339	-63.75	-161.25	45	-67.5	-195	-180	-168.75	-112.5
340	-123.75	-161.25	71.25	-37.5	-161.25	-150	-138.75	-86.25
341	-157.5	-101.25	75	-33.75	-150	-142.5	-135	-78.75
342	-142.5	-45	56.25	-52.5	-165	-165	-161.25	-108.75
343	-108.75	-33.75	41.25	-67.5	-180	-172.5	-176.25	-123.75
344	-78.75	-52.5	33.75	-67.5	-183.75	-176.25	-176.25	-127.5
345	-15	-56.25	11.25	-86.25	-202.5	-198.75	-191.25	-135
346	11.25	-67.5	-7.5	-108.75	-225	-221.25	-210	-150
347	-18.75	-67.5	-7.5	-108.75	-225	-217.5	-206.25	-150
348	-37.5	-52.5	11.25	-93.75	-213.75	-206.25	-195	-146.25
349	-30	-45	22.5	-86.25	-206.25	-198.75	-183.75	-135
350	-18.75	-26.25	22.5	-86.25	-206.25	-198.75	-180	-127.5
351	-48.75	-18.75	22.5	-82.5	-198.75	-187.5	-168.75	-116.25
352	-93.75	-26.25	37.5	-67.5	-183.75	-168.75	-153.75	-105
353	-123.75	-30	52.5	-52.5	-168.75	-157.5	-150	-101.25
354	-135	-48.75	48.75	-52.5	-168.75	-165	-161.25	-108.75
355	-131.25	-67.5	45	-56.25	-168.75	-165	-165	-112.5
356	-93.75	-75	45	-56.25	-172.5	-165	-168.75	-116.25
357	0	-71.25	18.75	-71.25	-187.5	-183.75	-180	-120
358	26.25	-67.5	-11.25	-90	-210	-210	-202.5	-135
359	-33.75	-93.75	0	-93.75	-213.75	-210	-202.5	-138.75
360	-60	-112.5	15	-86.25	-206.25	-202.5	-191.25	-131.25
361	-48.75	-90	22.5	-71.25	-195	-191.25	-180	-123.75
362	-41.25	-86.25	33.75	-60	-180	-176.25	-165	-105
363	-63.75	-101.25	60	-37.5	-157.5	-150	-138.75	-78.75
364	-90	-97.5	75	-18.75	-138.75	-127.5	-120	-63.75
365	-123.75	-93.75	75	-15	-131.25	-123.75	-120	-67.5
366	-142.5	-105	60	-37.5	-150	-138.75	-135	-86.25
367	-123.75	-90	45	-45	-161.25	-150	-146.25	-93.75
368	-56.25	-26.25	41.25	-41.25	-157.5	-146.25	-142.5	-90
369	22.5	-3.75	26.25	-56.25	-172.5	-161.25	-161.25	-101.25
370	30	-45	3.75	-78.75	-195	-191.25	-183.75	-123.75
371	-18.75	-82.5	7.5	-78.75	-198.75	-191.25	-183.75	-127.5
372	-45	-90	18.75	-71.25	-191.25	-180	-168.75	-116.25
373	-60	-97.5	22.5	-71.25	-191.25	-180	-165	-105
374	-37.5	-86.25	30	-60	-180	-176.25	-161.25	-105
375	-33.75	-60	37.5	-52.5	-168.75	-165	-157.5	-97.5
376	-93.75	-33.75	45	-52.5	-168.75	-161.25	-153.75	-93.75
377	-142.5	-18.75	52.5	-45	-161.25	-150	-142.5	-86.25
378	-131.25	-11.25	41.25	-52.5	-165	-150	-142.5	-90
379	-135	-33.75	18.75	-71.25	-180	-161.25	-157.5	-105
380	-127.5	-60	0	-86.25	-198.75	-180	-180	-123.75
381	-26.25	-52.5	-7.5	-90	-206.25	-195	-198.75	-142.5
382	52.5	-48.75	-3.75	-90	-202.5	-195	-191.25	-135
383	-3.75	-75	7.5	-75	-187.5	-176.25	-168.75	-112.5
384	-60	-97.5	22.5	-63.75	-180	-165	-153.75	-101.25
385	-33.75	-82.5	30	-60	-180	-161.25	-150	-105
386	-7.5	-63.75	33.75	-56.25	-172.5	-157.5	-146.25	-101.25
387	-41.25	-78.75	33.75	-56.25	-172.5	-157.5	-150	-101.25
388	-86.25	-67.5	45	-48.75	-165	-150	-142.5	-93.75
389	-120	-11.25	52.5	-41.25	-157.5	-135	-131.25	-75
390	-120	37.5	37.5	-52.5	-161.25	-138.75	-138.75	-82.5
391	-90	30	18.75	-67.5	-180	-157.5	-157.5	-105
